"instance_id","group","seed","env_id","algorithm","output_algorithm","migd","mhv","art","nigd"
"P6_L_01","Small-L","6","5","DG-DMOEA","DG-DMOEA","0.07013149","0.65206364","4.24214909","0.01471149"
"P6_L_01","Small-L","6","6","DG-DMOEA","DG-DMOEA","0.07032131","0.64933636","4.25363091","0.01475131"
"P6_L_01","Small-L","6","7","DG-DMOEA","DG-DMOEA","0.07051113","0.64660909","4.26511273","0.01479113"
"P6_L_01","Small-L","6","8","DG-DMOEA","DG-DMOEA","0.07070095","0.64388182","4.27659455","0.01483095"
"P6_L_01","Small-L","6","9","DG-DMOEA","DG-DMOEA","0.07089076","0.64115455","4.28807636","0.01487076"
"P6_L_01","Small-L","6","10","DG-DMOEA","DG-DMOEA","0.07108058","0.63842727","4.29955818","0.01491058"
"P6_L_01","Small-L","6","1","SET","SET","0.0811336","0.61787273","2.15293091","0.05392295"
"P6_L_01","Small-L","6","2","SET","SET","0.0813556","0.61514545","2.15882182","0.05407049"
"P6_L_01","Small-L","6","3","SET","SET","0.0815776","0.61241818","2.16471273","0.05421804"
"P6_L_01","Small-L","6","4","SET","SET","0.0817996","0.60969091","2.17060364","0.05436558"
"P6_L_01","Small-L","6","5","SET","SET","0.0820216","0.60696364","2.17649455","0.05451313"
"P6_L_01","Small-L","6","6","SET","SET","0.0822436","0.60423636","2.18238545","0.05466067"
"P6_L_01","Small-L","6","7","SET","SET","0.0824656","0.60150909","2.18827636","0.05480822"
"P6_L_01","Small-L","6","8","SET","SET","0.0826876","0.59878182","2.19416727","0.05495576"
"P6_L_01","Small-L","6","9","SET","SET","0.0829096","0.59605455","2.20005818","0.05510331"
"P6_L_01","Small-L","6","10","SET","SET","0.0831316","0.59332727","2.20594909","0.05525085"
"P6_L_01","Small-L","6","1","KTS-DMOEA","KTS-DMOEA","0.07714669","0.63717273","2.64132727","0.03169593"
"P6_L_01","Small-L","6","2","KTS-DMOEA","KTS-DMOEA","0.07735778","0.63444545","2.64855455","0.03178265"
"P6_L_01","Small-L","6","3","KTS-DMOEA","KTS-DMOEA","0.07756887","0.63171818","2.65578182","0.03186938"
"P6_L_01","Small-L","6","4","KTS-DMOEA","KTS-DMOEA","0.07777996","0.62899091","2.66300909","0.03195611"
"P6_L_01","Small-L","6","5","KTS-DMOEA","KTS-DMOEA","0.07799105","0.62626364","2.67023636","0.03204284"
"P6_L_01","Small-L","6","6","KTS-DMOEA","KTS-DMOEA","0.07820215","0.62353636","2.67746364","0.03212956"
"P6_L_01","Small-L","6","7","KTS-DMOEA","KTS-DMOEA","0.07841324","0.62080909","2.68469091","0.03221629"
"P6_L_01","Small-L","6","8","KTS-DMOEA","KTS-DMOEA","0.07862433","0.61808182","2.69191818","0.03230302"
"P6_L_01","Small-L","6","9","KTS-DMOEA","KTS-DMOEA","0.07883542","0.61535455","2.69914545","0.03238975"
"P6_L_01","Small-L","6","10","KTS-DMOEA","KTS-DMOEA","0.07904651","0.61262727","2.70637273","0.03247647"
"P6_L_01","Small-L","6","1","CBT","CBT","0.06339185","0.70007273","2.25260364","-0.02116905"
"P6_L_01","Small-L","6","2","CBT","CBT","0.06356531","0.69734545","2.25876727","-0.02111151"
"P6_L_01","Small-L","6","3","CBT","CBT","0.06373876","0.69461818","2.26493091","-0.02105396"
"P6_L_01","Small-L","6","4","CBT","CBT","0.06391222","0.69189091","2.27109455","-0.02099642"
"P6_L_01","Small-L","6","5","CBT","CBT","0.06408567","0.68916364","2.27725818","-0.02093887"
"P6_L_01","Small-L","6","6","CBT","CBT","0.06425913","0.68643636","2.28342182","-0.02088133"
"P6_L_01","Small-L","6","7","CBT","CBT","0.06443258","0.68370909","2.28958545","-0.02082378"
"P6_L_01","Small-L","6","8","CBT","CBT","0.06460604","0.68098182","2.29574909","-0.02076624"
"P6_L_01","Small-L","6","9","CBT","CBT","0.06477949","0.67825455","2.30191273","-0.02070869"
"P6_L_01","Small-L","6","10","CBT","CBT","0.06495295","0.67552727","2.30807636","-0.02065115"
"P6_L_01","Small-L","6","1","SMT-DLB","SMT-DLB","0.06129873","0.71807273","2.57155636","-0.05086593"
"P6_L_01","Small-L","6","2","SMT-DLB","SMT-DLB","0.06146645","0.71534545","2.57859273","-0.05072765"
"P6_L_01","Small-L","6","3","SMT-DLB","SMT-DLB","0.06163418","0.71261818","2.58562909","-0.05058938"
"P6_L_01","Small-L","6","4","SMT-DLB","SMT-DLB","0.06180191","0.70989091","2.59266545","-0.05045111"
"P6_L_01","Small-L","6","5","SMT-DLB","SMT-DLB","0.06196964","0.70716364","2.59970182","-0.05031284"
"P6_L_01","Small-L","6","6","SMT-DLB","SMT-DLB","0.06213736","0.70443636","2.60673818","-0.05017456"
"P6_L_01","Small-L","6","7","SMT-DLB","SMT-DLB","0.06230509","0.70170909","2.61377455","-0.05003629"
"P6_L_01","Small-L","6","8","SMT-DLB","SMT-DLB","0.06247282","0.69898182","2.62081091","-0.04989802"
"P6_L_01","Small-L","6","9","SMT-DLB","SMT-DLB","0.06264055","0.69625455","2.62784727","-0.04975975"
"P6_L_01","Small-L","6","10","SMT-DLB","SMT-DLB","0.06280827","0.69352727","2.63488364","-0.04962147"
"P6_L_01","Small-L","7","1","CI-DMOEA","CI-DMOEA","0.06795879","0.67070606","3.08812727","-0.01831109"
"P6_L_01","Small-L","7","2","CI-DMOEA","CI-DMOEA","0.06814424","0.66797879","3.09655455","-0.01826118"
"P6_L_01","Small-L","7","3","CI-DMOEA","CI-DMOEA","0.0683297","0.66525152","3.10498182","-0.01821127"
"P6_L_01","Small-L","7","4","CI-DMOEA","CI-DMOEA","0.06851515","0.66252424","3.11340909","-0.01816136"
"P6_L_01","Small-L","7","5","CI-DMOEA","CI-DMOEA","0.06870061","0.65979697","3.12183636","-0.01811145"
"P6_L_01","Small-L","7","6","CI-DMOEA","CI-DMOEA","0.06888606","0.6570697","3.13026364","-0.01806155"
"P6_L_01","Small-L","7","7","CI-DMOEA","CI-DMOEA","0.06907152","0.65434242","3.13869091","-0.01801164"
"P6_L_01","Small-L","7","8","CI-DMOEA","CI-DMOEA","0.06925697","0.65161515","3.14711818","-0.01796173"
"P6_L_01","Small-L","7","9","CI-DMOEA","CI-DMOEA","0.06944242","0.64888788","3.15554545","-0.01791182"
"P6_L_01","Small-L","7","10","CI-DMOEA","CI-DMOEA","0.06962788","0.64616061","3.16397273","-0.01786191"
"P6_L_01","Small-L","7","1","DG-DMOEA","DG-DMOEA","0.06955782","0.66030606","4.20744848","0.01459115"
"P6_L_01","Small-L","7","2","DG-DMOEA","DG-DMOEA","0.06974764","0.65757879","4.2189303","0.01463097"
"P6_L_01","Small-L","7","3","DG-DMOEA","DG-DMOEA","0.06993745","0.65485152","4.23041212","0.01467079"
"P6_L_01","Small-L","7","4","DG-DMOEA","DG-DMOEA","0.07012727","0.65212424","4.24189394","0.01471061"
"P6_L_01","Small-L","7","5","DG-DMOEA","DG-DMOEA","0.07031709","0.64939697","4.25337576","0.01475042"
"P6_L_01","Small-L","7","6","DG-DMOEA","DG-DMOEA","0.07050691","0.6466697","4.26485758","0.01479024"
"P6_L_01","Small-L","7","7","DG-DMOEA","DG-DMOEA","0.07069673","0.64394242","4.27633939","0.01483006"
"P6_L_01","Small-L","7","8","DG-DMOEA","DG-DMOEA","0.07088655","0.64121515","4.28782121","0.01486988"
"P6_L_01","Small-L","7","9","DG-DMOEA","DG-DMOEA","0.07107636","0.63848788","4.29930303","0.0149097"
"P6_L_01","Small-L","7","10","DG-DMOEA","DG-DMOEA","0.07126618","0.63576061","4.31078485","0.01494952"
"P6_L_01","Small-L","7","1","SET","SET","0.08135067","0.61520606","2.15869091","0.05406721"
"P6_L_01","Small-L","7","2","SET","SET","0.08157267","0.61247879","2.16458182","0.05421476"
"P6_L_01","Small-L","7","3","SET","SET","0.08179467","0.60975152","2.17047273","0.0543623"
"P6_L_01","Small-L","7","4","SET","SET","0.08201667","0.60702424","2.17636364","0.05450985"
"P6_L_01","Small-L","7","5","SET","SET","0.08223867","0.60429697","2.18225455","0.05465739"
"P6_L_01","Small-L","7","6","SET","SET","0.08246067","0.6015697","2.18814545","0.05480494"
"P6_L_01","Small-L","7","7","SET","SET","0.08268267","0.59884242","2.19403636","0.05495248"
"P6_L_01","Small-L","7","8","SET","SET","0.08290467","0.59611515","2.19992727","0.05510003"
"P6_L_01","Small-L","7","9","SET","SET","0.08312667","0.59338788","2.20581818","0.05524758"
"P6_L_01","Small-L","7","10","SET","SET","0.08334867","0.59066061","2.21170909","0.05539512"
"P6_L_01","Small-L","7","1","KTS-DMOEA","KTS-DMOEA","0.07735309","0.63450606","2.64839394","0.03178073"
"P6_L_01","Small-L","7","2","KTS-DMOEA","KTS-DMOEA","0.07756418","0.63177879","2.65562121","0.03186745"
"P6_L_01","Small-L","7","3","KTS-DMOEA","KTS-DMOEA","0.07777527","0.62905152","2.66284848","0.03195418"
"P6_L_01","Small-L","7","4","KTS-DMOEA","KTS-DMOEA","0.07798636","0.62632424","2.67007576","0.03204091"
"P6_L_01","Small-L","7","5","KTS-DMOEA","KTS-DMOEA","0.07819745","0.62359697","2.67730303","0.03212764"
"P6_L_01","Small-L","7","6","KTS-DMOEA","KTS-DMOEA","0.07840855","0.6208697","2.6845303","0.03221436"
"P6_L_01","Small-L","7","7","KTS-DMOEA","KTS-DMOEA","0.07861964","0.61814242","2.69175758","0.03230109"
"P6_L_01","Small-L","7","8","KTS-DMOEA","KTS-DMOEA","0.07883073","0.61541515","2.69898485","0.03238782"
"P6_L_01","Small-L","7","9","KTS-DMOEA","KTS-DMOEA","0.07904182","0.61268788","2.70621212","0.03247455"
"P6_L_01","Small-L","7","10","KTS-DMOEA","KTS-DMOEA","0.07925291","0.60996061","2.71343939","0.03256127"
"P6_L_01","Small-L","7","1","CBT","CBT","0.06356145","0.69740606","2.2586303","-0.02111279"
"P6_L_01","Small-L","7","2","CBT","CBT","0.06373491","0.69467879","2.26479394","-0.02105524"
"P6_L_01","Small-L","7","3","CBT","CBT","0.06390836","0.69195152","2.27095758","-0.0209977"
"P6_L_01","Small-L","7","4","CBT","CBT","0.06408182","0.68922424","2.27712121","-0.02094015"
"P6_L_01","Small-L","7","5","CBT","CBT","0.06425527","0.68649697","2.28328485","-0.02088261"
"P6_L_01","Small-L","7","6","CBT","CBT","0.06442873","0.6837697","2.28944848","-0.02082506"
"P6_L_01","Small-L","7","7","CBT","CBT","0.06460218","0.68104242","2.29561212","-0.02076752"
"P6_L_01","Small-L","7","8","CBT","CBT","0.06477564","0.67831515","2.30177576","-0.02070997"
"P6_L_01","Small-L","7","9","CBT","CBT","0.06494909","0.67558788","2.30793939","-0.02065242"
"P6_L_01","Small-L","7","10","CBT","CBT","0.06512255","0.67286061","2.31410303","-0.02059488"
"P6_L_01","Small-L","7","1","SMT-DLB","SMT-DLB","0.06146273","0.71540606","2.57843636","-0.05073073"
"P6_L_01","Small-L","7","2","SMT-DLB","SMT-DLB","0.06163045","0.71267879","2.58547273","-0.05059245"
"P6_L_01","Small-L","7","3","SMT-DLB","SMT-DLB","0.06179818","0.70995152","2.59250909","-0.05045418"
"P6_L_01","Small-L","7","4","SMT-DLB","SMT-DLB","0.06196591","0.70722424","2.59954545","-0.05031591"
"P6_L_01","Small-L","7","5","SMT-DLB","SMT-DLB","0.06213364","0.70449697","2.60658182","-0.05017764"
"P6_L_01","Small-L","7","6","SMT-DLB","SMT-DLB","0.06230136","0.7017697","2.61361818","-0.05003936"
"P6_L_01","Small-L","7","7","SMT-DLB","SMT-DLB","0.06246909","0.69904242","2.62065455","-0.04990109"
"P6_L_01","Small-L","7","8","SMT-DLB","SMT-DLB","0.06263682","0.69631515","2.62769091","-0.04976282"
"P6_L_01","Small-L","7","9","SMT-DLB","SMT-DLB","0.06280455","0.69358788","2.63472727","-0.04962455"
"P6_L_01","Small-L","7","10","SMT-DLB","SMT-DLB","0.06297227","0.69086061","2.64176364","-0.04948627"
"P6_L_01","Small-L","8","1","CI-DMOEA","CI-DMOEA","0.06814012","0.66803939","3.09636727","-0.01826229"
"P6_L_01","Small-L","8","2","CI-DMOEA","CI-DMOEA","0.06832558","0.66531212","3.10479455","-0.01821238"
"P6_L_01","Small-L","8","3","CI-DMOEA","CI-DMOEA","0.06851103","0.66258485","3.11322182","-0.01816247"
"P6_L_01","Small-L","8","4","CI-DMOEA","CI-DMOEA","0.06869648","0.65985758","3.12164909","-0.01811256"
"P6_L_01","Small-L","8","5","CI-DMOEA","CI-DMOEA","0.06888194","0.6571303","3.13007636","-0.01806265"
"P6_L_01","Small-L","8","6","CI-DMOEA","CI-DMOEA","0.06906739","0.65440303","3.13850364","-0.01801275"
"P6_L_01","Small-L","8","7","CI-DMOEA","CI-DMOEA","0.06925285","0.65167576","3.14693091","-0.01796284"
"P6_L_01","Small-L","8","8","CI-DMOEA","CI-DMOEA","0.0694383","0.64894848","3.15535818","-0.01791293"
"P6_L_01","Small-L","8","9","CI-DMOEA","CI-DMOEA","0.06962376","0.64622121","3.16378545","-0.01786302"
"P6_L_01","Small-L","8","10","CI-DMOEA","CI-DMOEA","0.06980921","0.64349394","3.17221273","-0.01781311"
"P6_L_01","Small-L","8","1","DG-DMOEA","DG-DMOEA","0.06974342","0.65763939","4.21867515","0.01463008"
"P6_L_01","Small-L","8","2","DG-DMOEA","DG-DMOEA","0.06993324","0.65491212","4.23015697","0.0146699"
"P6_L_01","Small-L","8","3","DG-DMOEA","DG-DMOEA","0.07012305","0.65218485","4.24163879","0.01470972"
"P6_L_01","Small-L","8","4","DG-DMOEA","DG-DMOEA","0.07031287","0.64945758","4.25312061","0.01474954"
"P6_L_01","Small-L","8","5","DG-DMOEA","DG-DMOEA","0.07050269","0.6467303","4.26460242","0.01478936"
"P6_L_01","Small-L","8","6","DG-DMOEA","DG-DMOEA","0.07069251","0.64400303","4.27608424","0.01482918"
"P6_L_01","Small-L","8","7","DG-DMOEA","DG-DMOEA","0.07088233","0.64127576","4.28756606","0.01486899"
"P6_L_01","Small-L","8","8","DG-DMOEA","DG-DMOEA","0.07107215","0.63854848","4.29904788","0.01490881"
"P6_L_01","Small-L","8","9","DG-DMOEA","DG-DMOEA","0.07126196","0.63582121","4.3105297","0.01494863"
"P6_L_01","Small-L","8","10","DG-DMOEA","DG-DMOEA","0.07145178","0.63309394","4.32201152","0.01498845"
"P6_L_01","Small-L","8","1","SET","SET","0.08156773","0.61253939","2.16445091","0.05421148"
"P6_L_01","Small-L","8","2","SET","SET","0.08178973","0.60981212","2.17034182","0.05435902"
"P6_L_01","Small-L","8","3","SET","SET","0.08201173","0.60708485","2.17623273","0.05450657"
"P6_L_01","Small-L","8","4","SET","SET","0.08223373","0.60435758","2.18212364","0.05465412"
"P6_L_01","Small-L","8","5","SET","SET","0.08245573","0.6016303","2.18801455","0.05480166"
"P6_L_01","Small-L","8","6","SET","SET","0.08267773","0.59890303","2.19390545","0.05494921"
"P6_L_01","Small-L","8","7","SET","SET","0.08289973","0.59617576","2.19979636","0.05509675"
"P6_L_01","Small-L","8","8","SET","SET","0.08312173","0.59344848","2.20568727","0.0552443"
"P6_L_01","Small-L","8","9","SET","SET","0.08334373","0.59072121","2.21157818","0.05539184"
"P6_L_01","Small-L","8","10","SET","SET","0.08356573","0.58799394","2.21746909","0.05553939"
"P6_L_01","Small-L","8","1","KTS-DMOEA","KTS-DMOEA","0.07755949","0.63183939","2.65546061","0.03186553"
"P6_L_01","Small-L","8","2","KTS-DMOEA","KTS-DMOEA","0.07777058","0.62911212","2.66268788","0.03195225"
"P6_L_01","Small-L","8","3","KTS-DMOEA","KTS-DMOEA","0.07798167","0.62638485","2.66991515","0.03203898"
"P6_L_01","Small-L","8","4","KTS-DMOEA","KTS-DMOEA","0.07819276","0.62365758","2.67714242","0.03212571"
"P6_L_01","Small-L","8","5","KTS-DMOEA","KTS-DMOEA","0.07840385","0.6209303","2.6843697","0.03221244"
"P6_L_01","Small-L","8","6","KTS-DMOEA","KTS-DMOEA","0.07861495","0.61820303","2.69159697","0.03229916"
"P6_L_01","Small-L","8","7","KTS-DMOEA","KTS-DMOEA","0.07882604","0.61547576","2.69882424","0.03238589"
"P6_L_01","Small-L","8","8","KTS-DMOEA","KTS-DMOEA","0.07903713","0.61274848","2.70605152","0.03247262"
"P6_L_01","Small-L","8","9","KTS-DMOEA","KTS-DMOEA","0.07924822","0.61002121","2.71327879","0.03255935"
"P6_L_01","Small-L","8","10","KTS-DMOEA","KTS-DMOEA","0.07945931","0.60729394","2.72050606","0.03264607"
"P6_L_01","Small-L","8","1","CBT","CBT","0.06373105","0.69473939","2.26465697","-0.02105652"
"P6_L_01","Small-L","8","2","CBT","CBT","0.06390451","0.69201212","2.27082061","-0.02099898"
"P6_L_01","Small-L","8","3","CBT","CBT","0.06407796","0.68928485","2.27698424","-0.02094143"
"P6_L_01","Small-L","8","4","CBT","CBT","0.06425142","0.68655758","2.28314788","-0.02088388"
"P6_L_01","Small-L","8","5","CBT","CBT","0.06442487","0.6838303","2.28931152","-0.02082634"
"P6_L_01","Small-L","8","6","CBT","CBT","0.06459833","0.68110303","2.29547515","-0.02076879"
"P6_L_01","Small-L","8","7","CBT","CBT","0.06477178","0.67837576","2.30163879","-0.02071125"
"P6_L_01","Small-L","8","8","CBT","CBT","0.06494524","0.67564848","2.30780242","-0.0206537"
"P6_L_01","Small-L","8","9","CBT","CBT","0.06511869","0.67292121","2.31396606","-0.02059616"
"P6_L_01","Small-L","8","10","CBT","CBT","0.06529215","0.67019394","2.3201297","-0.02053861"
"P6_L_01","Small-L","8","1","SMT-DLB","SMT-DLB","0.06162673","0.71273939","2.58531636","-0.05059553"
"P6_L_01","Small-L","8","2","SMT-DLB","SMT-DLB","0.06179445","0.71001212","2.59235273","-0.05045725"
"P6_L_01","Small-L","8","3","SMT-DLB","SMT-DLB","0.06196218","0.70728485","2.59938909","-0.05031898"
"P6_L_01","Small-L","8","4","SMT-DLB","SMT-DLB","0.06212991","0.70455758","2.60642545","-0.05018071"
"P6_L_01","Small-L","8","5","SMT-DLB","SMT-DLB","0.06229764","0.7018303","2.61346182","-0.05004244"
"P6_L_01","Small-L","8","6","SMT-DLB","SMT-DLB","0.06246536","0.69910303","2.62049818","-0.04990416"
"P6_L_01","Small-L","8","7","SMT-DLB","SMT-DLB","0.06263309","0.69637576","2.62753455","-0.04976589"
"P6_L_01","Small-L","8","8","SMT-DLB","SMT-DLB","0.06280082","0.69364848","2.63457091","-0.04962762"
"P6_L_01","Small-L","8","9","SMT-DLB","SMT-DLB","0.06296855","0.69092121","2.64160727","-0.04948935"
"P6_L_01","Small-L","8","10","SMT-DLB","SMT-DLB","0.06313627","0.68819394","2.64864364","-0.04935107"
"P7_H_01","Large-H","1","1","CI-DMOEA","CI-DMOEA","0.0522017","0.79810606","4.11345455","-0.07205479"
"P7_H_01","Large-H","1","2","CI-DMOEA","CI-DMOEA","0.05234706","0.79537879","4.12490909","-0.07186224"
"P7_H_01","Large-H","1","3","CI-DMOEA","CI-DMOEA","0.05249242","0.79265152","4.13636364","-0.0716697"
"P7_H_01","Large-H","1","4","CI-DMOEA","CI-DMOEA","0.05263779","0.78992424","4.14781818","-0.07147715"
"P7_H_01","Large-H","1","5","CI-DMOEA","CI-DMOEA","0.05278315","0.78719697","4.15927273","-0.07128461"
"P7_H_01","Large-H","1","6","CI-DMOEA","CI-DMOEA","0.05292852","0.7844697","4.17072727","-0.07109206"
"P7_H_01","Large-H","1","7","CI-DMOEA","CI-DMOEA","0.05307388","0.78174242","4.18218182","-0.07089952"
"P7_H_01","Large-H","1","8","CI-DMOEA","CI-DMOEA","0.05321924","0.77901515","4.19363636","-0.07070697"
"P7_H_01","Large-H","1","9","CI-DMOEA","CI-DMOEA","0.05336461","0.77628788","4.20509091","-0.07051442"
"P7_H_01","Large-H","1","10","CI-DMOEA","CI-DMOEA","0.05350997","0.77356061","4.21654545","-0.07032188"
"P7_H_01","Large-H","1","1","DG-DMOEA","DG-DMOEA","0.05102642","0.80560606","5.19078788","-0.05450036"
"P7_H_01","Large-H","1","2","DG-DMOEA","DG-DMOEA","0.05116852","0.80287879","5.20524242","-0.05435473"
"P7_H_01","Large-H","1","3","DG-DMOEA","DG-DMOEA","0.05131061","0.80015152","5.21969697","-0.05420909"
"P7_H_01","Large-H","1","4","DG-DMOEA","DG-DMOEA","0.0514527","0.79742424","5.23415152","-0.05406345"
"P7_H_01","Large-H","1","5","DG-DMOEA","DG-DMOEA","0.05159479","0.79469697","5.24860606","-0.05391782"
"P7_H_01","Large-H","1","6","DG-DMOEA","DG-DMOEA","0.05173688","0.7919697","5.26306061","-0.05377218"
"P7_H_01","Large-H","1","7","DG-DMOEA","DG-DMOEA","0.05187897","0.78924242","5.27751515","-0.05362655"
"P7_H_01","Large-H","1","8","DG-DMOEA","DG-DMOEA","0.05202106","0.78651515","5.2919697","-0.05348091"
"P7_H_01","Large-H","1","9","DG-DMOEA","DG-DMOEA","0.05216315","0.78378788","5.30642424","-0.05333527"
"P7_H_01","Large-H","1","10","DG-DMOEA","DG-DMOEA","0.05230524","0.78106061","5.32087879","-0.05318964"
"P7_H_01","Large-H","1","1","SET","SET","0.0618977","0.73800606","3.15364848","-0.03225115"
"P7_H_01","Large-H","1","2","SET","SET","0.06207006","0.73527879","3.1624303","-0.03216497"
"P7_H_01","Large-H","1","3","SET","SET","0.06224242","0.73255152","3.17121212","-0.03207879"
"P7_H_01","Large-H","1","4","SET","SET","0.06241479","0.72982424","3.17999394","-0.03199261"
"P7_H_01","Large-H","1","5","SET","SET","0.06258715","0.72709697","3.18877576","-0.03190642"
"P7_H_01","Large-H","1","6","SET","SET","0.06275952","0.7243697","3.19755758","-0.03182024"
"P7_H_01","Large-H","1","7","SET","SET","0.06293188","0.72164242","3.20633939","-0.03173406"
"P7_H_01","Large-H","1","8","SET","SET","0.06310424","0.71891515","3.21512121","-0.03164788"
"P7_H_01","Large-H","1","9","SET","SET","0.06327661","0.71618788","3.22390303","-0.0315617"
"P7_H_01","Large-H","1","10","SET","SET","0.06344897","0.71346061","3.23268485","-0.03147552"
"P7_H_01","Large-H","1","1","KTS-DMOEA","KTS-DMOEA","0.05935127","0.75630606","3.62375758","-0.03225115"
"P7_H_01","Large-H","1","2","KTS-DMOEA","KTS-DMOEA","0.05951655","0.75357879","3.63384848","-0.03216497"
"P7_H_01","Large-H","1","3","KTS-DMOEA","KTS-DMOEA","0.05968182","0.75085152","3.64393939","-0.03207879"
"P7_H_01","Large-H","1","4","KTS-DMOEA","KTS-DMOEA","0.05984709","0.74812424","3.6540303","-0.03199261"
"P7_H_01","Large-H","1","5","KTS-DMOEA","KTS-DMOEA","0.06001236","0.74539697","3.66412121","-0.03190642"
"P7_H_01","Large-H","1","6","KTS-DMOEA","KTS-DMOEA","0.06017764","0.7426697","3.67421212","-0.03182024"
"P7_H_01","Large-H","1","7","KTS-DMOEA","KTS-DMOEA","0.06034291","0.73994242","3.68430303","-0.03173406"
"P7_H_01","Large-H","1","8","KTS-DMOEA","KTS-DMOEA","0.06050818","0.73721515","3.69439394","-0.03164788"
"P7_H_01","Large-H","1","9","KTS-DMOEA","KTS-DMOEA","0.06067345","0.73448788","3.70448485","-0.0315617"
"P7_H_01","Large-H","1","10","KTS-DMOEA","KTS-DMOEA","0.06083873","0.73176061","3.71457576","-0.03147552"
"P7_H_01","Large-H","1","1","CBT","CBT","0.06366061","0.72770606","3.5552","-0.06552291"
"P7_H_01","Large-H","1","2","CBT","CBT","0.06383788","0.72497879","3.5651","-0.06534782"
"P7_H_01","Large-H","1","3","CBT","CBT","0.06401515","0.72225152","3.575","-0.06517273"
"P7_H_01","Large-H","1","4","CBT","CBT","0.06419242","0.71952424","3.5849","-0.06499764"
"P7_H_01","Large-H","1","5","CBT","CBT","0.0643697","0.71679697","3.5948","-0.06482255"
"P7_H_01","Large-H","1","6","CBT","CBT","0.06454697","0.7140697","3.6047","-0.06464745"
"P7_H_01","Large-H","1","7","CBT","CBT","0.06472424","0.71134242","3.6146","-0.06447236"
"P7_H_01","Large-H","1","8","CBT","CBT","0.06490152","0.70861515","3.6245","-0.06429727"
"P7_H_01","Large-H","1","9","CBT","CBT","0.06507879","0.70588788","3.6344","-0.06412218"
"P7_H_01","Large-H","1","10","CBT","CBT","0.06525606","0.70316061","3.6443","-0.06394709"
"P7_H_01","Large-H","1","1","SMT-DLB","SMT-DLB","0.04701091","0.82170606","3.34952727","-0.08481236"
"P7_H_01","Large-H","1","2","SMT-DLB","SMT-DLB","0.04714182","0.81897879","3.35885455","-0.08458573"
"P7_H_01","Large-H","1","3","SMT-DLB","SMT-DLB","0.04727273","0.81625152","3.36818182","-0.08435909"
"P7_H_01","Large-H","1","4","SMT-DLB","SMT-DLB","0.04740364","0.81352424","3.37750909","-0.08413245"
"P7_H_01","Large-H","1","5","SMT-DLB","SMT-DLB","0.04753455","0.81079697","3.38683636","-0.08390582"
"P7_H_01","Large-H","1","6","SMT-DLB","SMT-DLB","0.04766545","0.8080697","3.39616364","-0.08367918"
"P7_H_01","Large-H","1","7","SMT-DLB","SMT-DLB","0.04779636","0.80534242","3.40549091","-0.08345255"
"P7_H_01","Large-H","1","8","SMT-DLB","SMT-DLB","0.04792727","0.80261515","3.41481818","-0.08322591"
"P7_H_01","Large-H","1","9","SMT-DLB","SMT-DLB","0.04805818","0.79988788","3.42414545","-0.08299927"
"P7_H_01","Large-H","1","10","SMT-DLB","SMT-DLB","0.04818909","0.79716061","3.43347273","-0.08277264"
"P7_H_01","Large-H","2","1","CI-DMOEA","CI-DMOEA","0.05234383","0.79543939","4.12465455","-0.07186652"
"P7_H_01","Large-H","2","2","CI-DMOEA","CI-DMOEA","0.05248919","0.79271212","4.13610909","-0.07167398"
"P7_H_01","Large-H","2","3","CI-DMOEA","CI-DMOEA","0.05263456","0.78998485","4.14756364","-0.07148143"
"P7_H_01","Large-H","2","4","CI-DMOEA","CI-DMOEA","0.05277992","0.78725758","4.15901818","-0.07128888"
"P7_H_01","Large-H","2","5","CI-DMOEA","CI-DMOEA","0.05292528","0.7845303","4.17047273","-0.07109634"
"P7_H_01","Large-H","2","6","CI-DMOEA","CI-DMOEA","0.05307065","0.78180303","4.18192727","-0.07090379"
"P7_H_01","Large-H","2","7","CI-DMOEA","CI-DMOEA","0.05321601","0.77907576","4.19338182","-0.07071125"
"P7_H_01","Large-H","2","8","CI-DMOEA","CI-DMOEA","0.05336138","0.77634848","4.20483636","-0.0705187"
"P7_H_01","Large-H","2","9","CI-DMOEA","CI-DMOEA","0.05350674","0.77362121","4.21629091","-0.07032616"
"P7_H_01","Large-H","2","10","CI-DMOEA","CI-DMOEA","0.0536521","0.77089394","4.22774545","-0.07013361"
"P7_H_01","Large-H","2","1","DG-DMOEA","DG-DMOEA","0.05116536","0.80293939","5.20492121","-0.05435796"
"P7_H_01","Large-H","2","2","DG-DMOEA","DG-DMOEA","0.05130745","0.80021212","5.21937576","-0.05421233"
"P7_H_01","Large-H","2","3","DG-DMOEA","DG-DMOEA","0.05144954","0.79748485","5.2338303","-0.05406669"
"P7_H_01","Large-H","2","4","DG-DMOEA","DG-DMOEA","0.05159163","0.79475758","5.24828485","-0.05392105"
"P7_H_01","Large-H","2","5","DG-DMOEA","DG-DMOEA","0.05173372","0.7920303","5.26273939","-0.05377542"
"P7_H_01","Large-H","2","6","DG-DMOEA","DG-DMOEA","0.05187581","0.78930303","5.27719394","-0.05362978"
"P7_H_01","Large-H","2","7","DG-DMOEA","DG-DMOEA","0.0520179","0.78657576","5.29164848","-0.05348415"
"P7_H_01","Large-H","2","8","DG-DMOEA","DG-DMOEA","0.05215999","0.78384848","5.30610303","-0.05333851"
