"figure","group","algorithm","output_algorithm","env_id","generation","migd"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","4","12","0.06579479"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","4","13","0.06487803"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","4","14","0.06401232"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","4","15","0.06320264"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","4","16","0.06245555"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","4","17","0.06178012"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","4","18","0.06119021"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","4","19","0.06071074"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","4","20","0.0604182"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","0","0.0799314"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","1","0.07858767"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","2","0.07727195"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","3","0.07598515"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","4","0.0747283"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","5","0.07350249"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","6","0.07230895"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","7","0.07114906"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","8","0.07002433"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","9","0.06893652"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","10","0.06788759"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","11","0.06687985"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","12","0.06591599"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","13","0.06499923"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","14","0.06413352"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","15","0.06332384"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","16","0.06257675"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","17","0.06190132"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","18","0.06131141"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","19","0.06083194"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","5","20","0.0605394"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","0","0.0800526"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","1","0.07870887"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","2","0.07739315"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","3","0.07610635"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","4","0.0748495"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","5","0.07362369"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","6","0.07243015"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","7","0.07127026"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","8","0.07014553"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","9","0.06905772"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","10","0.06800879"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","11","0.06700105"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","12","0.06603719"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","13","0.06512043"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","14","0.06425472"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","15","0.06344504"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","16","0.06269795"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","17","0.06202252"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","18","0.06143261"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","19","0.06095314"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","6","20","0.0606606"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","0","0.0801738"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","1","0.07883007"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","2","0.07751435"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","3","0.07622755"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","4","0.0749707"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","5","0.07374489"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","6","0.07255135"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","7","0.07139146"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","8","0.07026673"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","9","0.06917892"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","10","0.06812999"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","11","0.06712225"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","12","0.06615839"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","13","0.06524163"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","14","0.06437592"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","15","0.06356624"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","16","0.06281915"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","17","0.06214372"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","18","0.06155381"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","19","0.06107434"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","7","20","0.0607818"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","0","0.080295"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","1","0.07895127"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","2","0.07763555"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","3","0.07634875"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","4","0.0750919"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","5","0.07386609"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","6","0.07267255"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","7","0.07151266"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","8","0.07038793"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","9","0.06930012"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","10","0.06825119"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","11","0.06724345"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","12","0.06627959"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","13","0.06536283"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","14","0.06449712"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","15","0.06368744"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","16","0.06294035"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","17","0.06226492"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","18","0.06167501"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","19","0.06119554"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","8","20","0.060903"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","0","0.0804162"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","1","0.07907247"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","2","0.07775675"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","3","0.07646995"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","4","0.0752131"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","5","0.07398729"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","6","0.07279375"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","7","0.07163386"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","8","0.07050913"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","9","0.06942132"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","10","0.06837239"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","11","0.06736465"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","12","0.06640079"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","13","0.06548403"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","14","0.06461832"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","15","0.06380864"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","16","0.06306155"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","17","0.06238612"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","18","0.06179621"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","19","0.06131674"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","9","20","0.0610242"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","0","0.0805374"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","1","0.07919367"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","2","0.07787795"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","3","0.07659115"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","4","0.0753343"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","5","0.07410849"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","6","0.07291495"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","7","0.07175506"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","8","0.07063033"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","9","0.06954252"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","10","0.06849359"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","11","0.06748585"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","12","0.06652199"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","13","0.06560523"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","14","0.06473952"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","15","0.06392984"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","16","0.06318275"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","17","0.06250732"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","18","0.06191741"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","19","0.06143794"
"fig-convergence","Large-H","KTS-DMOEA","KTS-DMOEA","10","20","0.0611454"
"fig-convergence","Large-H","CBT","CBT","1","0","0.080015"
"fig-convergence","Large-H","CBT","CBT","1","1","0.07893403"
"fig-convergence","Large-H","CBT","CBT","1","2","0.07787559"
"fig-convergence","Large-H","CBT","CBT","1","3","0.07684042"
"fig-convergence","Large-H","CBT","CBT","1","4","0.07582933"
"fig-convergence","Large-H","CBT","CBT","1","5","0.07484322"
"fig-convergence","Large-H","CBT","CBT","1","6","0.07388308"
"fig-convergence","Large-H","CBT","CBT","1","7","0.07295"
"fig-convergence","Large-H","CBT","CBT","1","8","0.07204521"
"fig-convergence","Large-H","CBT","CBT","1","9","0.07117011"
"fig-convergence","Large-H","CBT","CBT","1","10","0.07032629"
"fig-convergence","Large-H","CBT","CBT","1","11","0.06951561"
"fig-convergence","Large-H","CBT","CBT","1","12","0.06874022"
"fig-convergence","Large-H","CBT","CBT","1","13","0.06800273"
"fig-convergence","Large-H","CBT","CBT","1","14","0.06730631"
"fig-convergence","Large-H","CBT","CBT","1","15","0.06665496"
"fig-convergence","Large-H","CBT","CBT","1","16","0.06605395"
"fig-convergence","Large-H","CBT","CBT","1","17","0.0655106"
"fig-convergence","Large-H","CBT","CBT","1","18","0.06503605"
"fig-convergence","Large-H","CBT","CBT","1","19","0.06465033"
"fig-convergence","Large-H","CBT","CBT","1","20","0.064415"
"fig-convergence","Large-H","CBT","CBT","2","0","0.080145"
"fig-convergence","Large-H","CBT","CBT","2","1","0.07906403"
"fig-convergence","Large-H","CBT","CBT","2","2","0.07800559"
"fig-convergence","Large-H","CBT","CBT","2","3","0.07697042"
"fig-convergence","Large-H","CBT","CBT","2","4","0.07595933"
"fig-convergence","Large-H","CBT","CBT","2","5","0.07497322"
"fig-convergence","Large-H","CBT","CBT","2","6","0.07401308"
"fig-convergence","Large-H","CBT","CBT","2","7","0.07308"
"fig-convergence","Large-H","CBT","CBT","2","8","0.07217521"
"fig-convergence","Large-H","CBT","CBT","2","9","0.07130011"
"fig-convergence","Large-H","CBT","CBT","2","10","0.07045629"
"fig-convergence","Large-H","CBT","CBT","2","11","0.06964561"
"fig-convergence","Large-H","CBT","CBT","2","12","0.06887022"
"fig-convergence","Large-H","CBT","CBT","2","13","0.06813273"
"fig-convergence","Large-H","CBT","CBT","2","14","0.06743631"
"fig-convergence","Large-H","CBT","CBT","2","15","0.06678496"
"fig-convergence","Large-H","CBT","CBT","2","16","0.06618395"
"fig-convergence","Large-H","CBT","CBT","2","17","0.0656406"
"fig-convergence","Large-H","CBT","CBT","2","18","0.06516605"
"fig-convergence","Large-H","CBT","CBT","2","19","0.06478033"
"fig-convergence","Large-H","CBT","CBT","2","20","0.064545"
"fig-convergence","Large-H","CBT","CBT","3","0","0.080275"
"fig-convergence","Large-H","CBT","CBT","3","1","0.07919403"
"fig-convergence","Large-H","CBT","CBT","3","2","0.07813559"
"fig-convergence","Large-H","CBT","CBT","3","3","0.07710042"
"fig-convergence","Large-H","CBT","CBT","3","4","0.07608933"
"fig-convergence","Large-H","CBT","CBT","3","5","0.07510322"
"fig-convergence","Large-H","CBT","CBT","3","6","0.07414308"
"fig-convergence","Large-H","CBT","CBT","3","7","0.07321"
"fig-convergence","Large-H","CBT","CBT","3","8","0.07230521"
"fig-convergence","Large-H","CBT","CBT","3","9","0.07143011"
"fig-convergence","Large-H","CBT","CBT","3","10","0.07058629"
"fig-convergence","Large-H","CBT","CBT","3","11","0.06977561"
"fig-convergence","Large-H","CBT","CBT","3","12","0.06900022"
"fig-convergence","Large-H","CBT","CBT","3","13","0.06826273"
"fig-convergence","Large-H","CBT","CBT","3","14","0.06756631"
"fig-convergence","Large-H","CBT","CBT","3","15","0.06691496"
"fig-convergence","Large-H","CBT","CBT","3","16","0.06631395"
"fig-convergence","Large-H","CBT","CBT","3","17","0.0657706"
"fig-convergence","Large-H","CBT","CBT","3","18","0.06529605"
"fig-convergence","Large-H","CBT","CBT","3","19","0.06491033"
"fig-convergence","Large-H","CBT","CBT","3","20","0.064675"
"fig-convergence","Large-H","CBT","CBT","4","0","0.080405"
"fig-convergence","Large-H","CBT","CBT","4","1","0.07932403"
"fig-convergence","Large-H","CBT","CBT","4","2","0.07826559"
"fig-convergence","Large-H","CBT","CBT","4","3","0.07723042"
"fig-convergence","Large-H","CBT","CBT","4","4","0.07621933"
"fig-convergence","Large-H","CBT","CBT","4","5","0.07523322"
"fig-convergence","Large-H","CBT","CBT","4","6","0.07427308"
"fig-convergence","Large-H","CBT","CBT","4","7","0.07334"
"fig-convergence","Large-H","CBT","CBT","4","8","0.07243521"
"fig-convergence","Large-H","CBT","CBT","4","9","0.07156011"
"fig-convergence","Large-H","CBT","CBT","4","10","0.07071629"
"fig-convergence","Large-H","CBT","CBT","4","11","0.06990561"
"fig-convergence","Large-H","CBT","CBT","4","12","0.06913022"
"fig-convergence","Large-H","CBT","CBT","4","13","0.06839273"
"fig-convergence","Large-H","CBT","CBT","4","14","0.06769631"
"fig-convergence","Large-H","CBT","CBT","4","15","0.06704496"
"fig-convergence","Large-H","CBT","CBT","4","16","0.06644395"
"fig-convergence","Large-H","CBT","CBT","4","17","0.0659006"
"fig-convergence","Large-H","CBT","CBT","4","18","0.06542605"
"fig-convergence","Large-H","CBT","CBT","4","19","0.06504033"
"fig-convergence","Large-H","CBT","CBT","4","20","0.064805"
"fig-convergence","Large-H","CBT","CBT","5","0","0.080535"
"fig-convergence","Large-H","CBT","CBT","5","1","0.07945403"
"fig-convergence","Large-H","CBT","CBT","5","2","0.07839559"
"fig-convergence","Large-H","CBT","CBT","5","3","0.07736042"
"fig-convergence","Large-H","CBT","CBT","5","4","0.07634933"
"fig-convergence","Large-H","CBT","CBT","5","5","0.07536322"
"fig-convergence","Large-H","CBT","CBT","5","6","0.07440308"
"fig-convergence","Large-H","CBT","CBT","5","7","0.07347"
"fig-convergence","Large-H","CBT","CBT","5","8","0.07256521"
"fig-convergence","Large-H","CBT","CBT","5","9","0.07169011"
"fig-convergence","Large-H","CBT","CBT","5","10","0.07084629"
"fig-convergence","Large-H","CBT","CBT","5","11","0.07003561"
"fig-convergence","Large-H","CBT","CBT","5","12","0.06926022"
"fig-convergence","Large-H","CBT","CBT","5","13","0.06852273"
"fig-convergence","Large-H","CBT","CBT","5","14","0.06782631"
"fig-convergence","Large-H","CBT","CBT","5","15","0.06717496"
"fig-convergence","Large-H","CBT","CBT","5","16","0.06657395"
"fig-convergence","Large-H","CBT","CBT","5","17","0.0660306"
"fig-convergence","Large-H","CBT","CBT","5","18","0.06555605"
"fig-convergence","Large-H","CBT","CBT","5","19","0.06517033"
"fig-convergence","Large-H","CBT","CBT","5","20","0.064935"
"fig-convergence","Large-H","CBT","CBT","6","0","0.080665"
"fig-convergence","Large-H","CBT","CBT","6","1","0.07958403"
"fig-convergence","Large-H","CBT","CBT","6","2","0.07852559"
"fig-convergence","Large-H","CBT","CBT","6","3","0.07749042"
"fig-convergence","Large-H","CBT","CBT","6","4","0.07647933"
"fig-convergence","Large-H","CBT","CBT","6","5","0.07549322"
"fig-convergence","Large-H","CBT","CBT","6","6","0.07453308"
"fig-convergence","Large-H","CBT","CBT","6","7","0.0736"
"fig-convergence","Large-H","CBT","CBT","6","8","0.07269521"
"fig-convergence","Large-H","CBT","CBT","6","9","0.07182011"
"fig-convergence","Large-H","CBT","CBT","6","10","0.07097629"
"fig-convergence","Large-H","CBT","CBT","6","11","0.07016561"
"fig-convergence","Large-H","CBT","CBT","6","12","0.06939022"
"fig-convergence","Large-H","CBT","CBT","6","13","0.06865273"
"fig-convergence","Large-H","CBT","CBT","6","14","0.06795631"
"fig-convergence","Large-H","CBT","CBT","6","15","0.06730496"
"fig-convergence","Large-H","CBT","CBT","6","16","0.06670395"
"fig-convergence","Large-H","CBT","CBT","6","17","0.0661606"
"fig-convergence","Large-H","CBT","CBT","6","18","0.06568605"
"fig-convergence","Large-H","CBT","CBT","6","19","0.06530033"
"fig-convergence","Large-H","CBT","CBT","6","20","0.065065"
"fig-convergence","Large-H","CBT","CBT","7","0","0.080795"
"fig-convergence","Large-H","CBT","CBT","7","1","0.07971403"
"fig-convergence","Large-H","CBT","CBT","7","2","0.07865559"
"fig-convergence","Large-H","CBT","CBT","7","3","0.07762042"
"fig-convergence","Large-H","CBT","CBT","7","4","0.07660933"
"fig-convergence","Large-H","CBT","CBT","7","5","0.07562322"
"fig-convergence","Large-H","CBT","CBT","7","6","0.07466308"
"fig-convergence","Large-H","CBT","CBT","7","7","0.07373"
"fig-convergence","Large-H","CBT","CBT","7","8","0.07282521"
"fig-convergence","Large-H","CBT","CBT","7","9","0.07195011"
"fig-convergence","Large-H","CBT","CBT","7","10","0.07110629"
"fig-convergence","Large-H","CBT","CBT","7","11","0.07029561"
"fig-convergence","Large-H","CBT","CBT","7","12","0.06952022"
"fig-convergence","Large-H","CBT","CBT","7","13","0.06878273"
"fig-convergence","Large-H","CBT","CBT","7","14","0.06808631"
"fig-convergence","Large-H","CBT","CBT","7","15","0.06743496"
"fig-convergence","Large-H","CBT","CBT","7","16","0.06683395"
"fig-convergence","Large-H","CBT","CBT","7","17","0.0662906"
"fig-convergence","Large-H","CBT","CBT","7","18","0.06581605"
"fig-convergence","Large-H","CBT","CBT","7","19","0.06543033"
"fig-convergence","Large-H","CBT","CBT","7","20","0.065195"
"fig-convergence","Large-H","CBT","CBT","8","0","0.080925"
"fig-convergence","Large-H","CBT","CBT","8","1","0.07984403"
"fig-convergence","Large-H","CBT","CBT","8","2","0.07878559"
"fig-convergence","Large-H","CBT","CBT","8","3","0.07775042"
"fig-convergence","Large-H","CBT","CBT","8","4","0.07673933"
"fig-convergence","Large-H","CBT","CBT","8","5","0.07575322"
"fig-convergence","Large-H","CBT","CBT","8","6","0.07479308"
"fig-convergence","Large-H","CBT","CBT","8","7","0.07386"
"fig-convergence","Large-H","CBT","CBT","8","8","0.07295521"
"fig-convergence","Large-H","CBT","CBT","8","9","0.07208011"
"fig-convergence","Large-H","CBT","CBT","8","10","0.07123629"
"fig-convergence","Large-H","CBT","CBT","8","11","0.07042561"
"fig-convergence","Large-H","CBT","CBT","8","12","0.06965022"
"fig-convergence","Large-H","CBT","CBT","8","13","0.06891273"
"fig-convergence","Large-H","CBT","CBT","8","14","0.06821631"
"fig-convergence","Large-H","CBT","CBT","8","15","0.06756496"
"fig-convergence","Large-H","CBT","CBT","8","16","0.06696395"
"fig-convergence","Large-H","CBT","CBT","8","17","0.0664206"
"fig-convergence","Large-H","CBT","CBT","8","18","0.06594605"
"fig-convergence","Large-H","CBT","CBT","8","19","0.06556033"
"fig-convergence","Large-H","CBT","CBT","8","20","0.065325"
"fig-convergence","Large-H","CBT","CBT","9","0","0.081055"
"fig-convergence","Large-H","CBT","CBT","9","1","0.07997403"
"fig-convergence","Large-H","CBT","CBT","9","2","0.07891559"
"fig-convergence","Large-H","CBT","CBT","9","3","0.07788042"
"fig-convergence","Large-H","CBT","CBT","9","4","0.07686933"
"fig-convergence","Large-H","CBT","CBT","9","5","0.07588322"
"fig-convergence","Large-H","CBT","CBT","9","6","0.07492308"
"fig-convergence","Large-H","CBT","CBT","9","7","0.07399"
"fig-convergence","Large-H","CBT","CBT","9","8","0.07308521"
"fig-convergence","Large-H","CBT","CBT","9","9","0.07221011"
"fig-convergence","Large-H","CBT","CBT","9","10","0.07136629"
"fig-convergence","Large-H","CBT","CBT","9","11","0.07055561"
"fig-convergence","Large-H","CBT","CBT","9","12","0.06978022"
"fig-convergence","Large-H","CBT","CBT","9","13","0.06904273"
"fig-convergence","Large-H","CBT","CBT","9","14","0.06834631"
"fig-convergence","Large-H","CBT","CBT","9","15","0.06769496"
"fig-convergence","Large-H","CBT","CBT","9","16","0.06709395"
"fig-convergence","Large-H","CBT","CBT","9","17","0.0665506"
"fig-convergence","Large-H","CBT","CBT","9","18","0.06607605"
"fig-convergence","Large-H","CBT","CBT","9","19","0.06569033"
"fig-convergence","Large-H","CBT","CBT","9","20","0.065455"
"fig-convergence","Large-H","CBT","CBT","10","0","0.081185"
"fig-convergence","Large-H","CBT","CBT","10","1","0.08010403"
"fig-convergence","Large-H","CBT","CBT","10","2","0.07904559"
"fig-convergence","Large-H","CBT","CBT","10","3","0.07801042"
"fig-convergence","Large-H","CBT","CBT","10","4","0.07699933"
"fig-convergence","Large-H","CBT","CBT","10","5","0.07601322"
"fig-convergence","Large-H","CBT","CBT","10","6","0.07505308"
"fig-convergence","Large-H","CBT","CBT","10","7","0.07412"
"fig-convergence","Large-H","CBT","CBT","10","8","0.07321521"
"fig-convergence","Large-H","CBT","CBT","10","9","0.07234011"
"fig-convergence","Large-H","CBT","CBT","10","10","0.07149629"
"fig-convergence","Large-H","CBT","CBT","10","11","0.07068561"
"fig-convergence","Large-H","CBT","CBT","10","12","0.06991022"
"fig-convergence","Large-H","CBT","CBT","10","13","0.06917273"
"fig-convergence","Large-H","CBT","CBT","10","14","0.06847631"
"fig-convergence","Large-H","CBT","CBT","10","15","0.06782496"
"fig-convergence","Large-H","CBT","CBT","10","16","0.06722395"
"fig-convergence","Large-H","CBT","CBT","10","17","0.0666806"
"fig-convergence","Large-H","CBT","CBT","10","18","0.06620605"
"fig-convergence","Large-H","CBT","CBT","10","19","0.06582033"
"fig-convergence","Large-H","CBT","CBT","10","20","0.065585"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","0","0.055248"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","1","0.05471583"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","2","0.05419475"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","3","0.05368513"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","4","0.05318736"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","5","0.0527019"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","6","0.05222921"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","7","0.05176984"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","8","0.05132441"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","9","0.05089359"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","10","0.05047818"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","11","0.05007907"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","12","0.04969734"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","13","0.04933427"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","14","0.04899141"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","15","0.04867075"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","16","0.04837487"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","17","0.04810737"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","18","0.04787375"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","19","0.04768386"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","1","20","0.047568"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","0","0.055344"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","1","0.05481183"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","2","0.05429075"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","3","0.05378113"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","4","0.05328336"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","5","0.0527979"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","6","0.05232521"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","7","0.05186584"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","8","0.05142041"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","9","0.05098959"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","10","0.05057418"
"fig-convergence","Large-H","SMT-DLB","SMT-DLB","2","11","0.05017507"
